id,priority_label,title,description,text,category
SON-H-007,HIGH,Zugangstor lässt sich nicht schließen,Objekt ungesichert,"Zugangstor lässt sich nicht schließen
Objekt ungesichert",Sonstige
TF-H-073,HIGH,Tür lässt sich nicht verriegeln,Die Tür lässt sich nicht verriegeln.,"Tür lässt sich nicht verriegeln
Die Tür lässt sich nicht verriegeln.",Türen/Fenster
TF-H-021,HIGH,Fenstermechanik defekt,Die Fenstermechanik ist vollständig defekt.,"Fenstermechanik defekt
Die Fenstermechanik ist vollständig defekt.",Türen/Fenster
LAERM-L-033,LOW,Kaum hörbares Klacken,Klacken nur selten hörbar,"Kaum hörbares Klacken
Klacken nur selten hörbar",Lärm
SM-M-039,MEDIUM,Leichter Schimmel an Abstellraum-Ecke,"Begrenzte Schimmelstellen im Abstellraum, aktuell lokal begrenzt.","Leichter Schimmel an Abstellraum-Ecke
Begrenzte Schimmelstellen im Abstellraum, aktuell lokal begrenzt.",Schimmel
REIN-M-062,MEDIUM,Leichte Geruchsbelästigung in WC,"Geruch wahrnehmbar, vermutlich durch Schmutz; Reinigungsrückstände.","Leichte Geruchsbelästigung in WC
Geruch wahrnehmbar, vermutlich durch Schmutz; Reinigungsrückstände.",Reinigung
E-M-019,MEDIUM,Steckdose ohne Strom,Eine einzelne Steckdose liefert keinen Strom.,"Steckdose ohne Strom
Eine einzelne Steckdose liefert keinen Strom.",Elektro
SON-H-033,HIGH,Digitale Türsensoren defekt,Status unbekannt,"Digitale Türsensoren defekt
Status unbekannt",Sonstige
SW-M-043,MEDIUM,Abfluss gluckert nach Nutzung,Geräusche nach Wasserabfluss.,"Abfluss gluckert nach Nutzung
Geräusche nach Wasserabfluss.",Sanitär / Wasser
TF-M-002,MEDIUM,Fenster klemmt leicht,Das Fenster klemmt beim Öffnen.,"Fenster klemmt leicht
Das Fenster klemmt beim Öffnen.",Türen/Fenster
HM-063,MEDIUM,Heizung arbeitet verzögert,Die Wärmeabgabe erfolgt verspätet.,"Heizung arbeitet verzögert
Die Wärmeabgabe erfolgt verspätet.",Heizung / Wärmeversorgung
TF-M-001,MEDIUM,Tür schließt schwer,Die Wohnungstür schließt nur mit erhöhtem Kraftaufwand.,"Tür schließt schwer
Die Wohnungstür schließt nur mit erhöhtem Kraftaufwand.",Türen/Fenster
SW-M-055,MEDIUM,Wasser sammelt sich minimal am Boden,Feuchte Stelle sichtbar.,"Wasser sammelt sich minimal am Boden
Feuchte Stelle sichtbar.",Sanitär / Wasser
A-H-016,HIGH,Aufzug mit Senioren stecken geblieben,Senioren sind im Aufzug eingeschlossen.,"Aufzug mit Senioren stecken geblieben
Senioren sind im Aufzug eingeschlossen.",Aufzug
SM-H-088,HIGH,Massiver Schimmel an Flur-Wand,Nach Wassereintritt hat sich starker Schimmel im Flur gebildet.,"Massiver Schimmel an Flur-Wand
Nach Wassereintritt hat sich starker Schimmel im Flur gebildet.",Schimmel
SON-M-024,MEDIUM,Alarmton zu leise,Wahrnehmbarkeit eingeschränkt,"Alarmton zu leise
Wahrnehmbarkeit eingeschränkt",Sonstige
A-L-023,LOW,Aufzugkabine leicht verstaubt,Die Kabine ist leicht verstaubt.,"Aufzugkabine leicht verstaubt
Die Kabine ist leicht verstaubt.",Aufzug
BSCH-L-037,LOW,Rauchmelder sitzt leicht schief – Bereich 17,Der Rauchmelder ist minimal schief montiert. (Betroffen: Gemeinschaftsfläche).,"Rauchmelder sitzt leicht schief – Bereich 17
Der Rauchmelder ist minimal schief montiert. (Betroffen: Gemeinschaftsfläche).",Brandschutz
SM-M-021,MEDIUM,Schimmel an Sockelleiste im Waschküche,"Schimmel an Sockelleiste im Waschküche, noch nicht großflächig.","Schimmel an Sockelleiste im Waschküche
Schimmel an Sockelleiste im Waschküche, noch nicht großflächig.",Schimmel
TF-L-030,LOW,Fensterrahmen leicht verschrammt,Der Fensterrahmen ist leicht verschrammt.,"Fensterrahmen leicht verschrammt
Der Fensterrahmen ist leicht verschrammt.",Türen/Fenster
AUSSEN-H-002,HIGH,Abgebrochener Ast über Parkplatz,Großer Ast hängt absturzgefährdet über Parkplatz,"Abgebrochener Ast über Parkplatz
Großer Ast hängt absturzgefährdet über Parkplatz",Außenbereich
E-M-061,MEDIUM,Außensteckdose ohne Strom,Die Außensteckdose liefert keinen Strom.,"Außensteckdose ohne Strom
Die Außensteckdose liefert keinen Strom.",Elektro
LAERM-M-035,MEDIUM,Lautes Arbeiten tagsüber,Tagsüber lautes Arbeiten im Gebäude,"Lautes Arbeiten tagsüber
Tagsüber lautes Arbeiten im Gebäude",Lärm
SM-H-004,HIGH,Starker Schimmel im Schlafzimmer,"Massiver Schimmel sichtbar, Ausbreitung im Schlafzimmer deutlich erkennbar.","Starker Schimmel im Schlafzimmer
Massiver Schimmel sichtbar, Ausbreitung im Schlafzimmer deutlich erkennbar.",Schimmel
SON-H-085,HIGH,Digitale Zugangscodes nicht aktualisierbar,Sicherheitslücke,"Digitale Zugangscodes nicht aktualisierbar
Sicherheitslücke",Sonstige
A-H-028,HIGH,Aufzug blockiert zwischen Etagen,Der Aufzug blockiert zwischen zwei Etagen.,"Aufzug blockiert zwischen Etagen
Der Aufzug blockiert zwischen zwei Etagen.",Aufzug
E-H-017,HIGH,Elektrischer Geruch im Flur,Im Hausflur riecht es stark nach verbrannter Elektrik.,"Elektrischer Geruch im Flur
Im Hausflur riecht es stark nach verbrannter Elektrik.",Elektro
HM-031,MEDIUM,Warmwasser nur zeitweise heiß,Die Temperatur fällt nach kurzer Zeit ab.,"Warmwasser nur zeitweise heiß
Die Temperatur fällt nach kurzer Zeit ab.",Heizung / Wärmeversorgung
BSCH-H-022,HIGH,Rauchabzug ohne Funktion,Der Rauchabzug ist außer Betrieb – Rauch kann nicht abgeführt werden.,"Rauchabzug ohne Funktion
Der Rauchabzug ist außer Betrieb – Rauch kann nicht abgeführt werden.",Brandschutz
SW-M-072,MEDIUM,Abfluss im Bad riecht periodisch,Geruch kommt und geht.,"Abfluss im Bad riecht periodisch
Geruch kommt und geht.",Sanitär / Wasser
TF-M-032,MEDIUM,Fenster klappert leicht,Das Fenster klappert leicht.,"Fenster klappert leicht
Das Fenster klappert leicht.",Türen/Fenster
SM-M-005,MEDIUM,Schimmel an Sockelleiste im Waschküche,"Leichter Schimmel sichtbar, vermutlich durch Kondenswasser im Waschküche.","Schimmel an Sockelleiste im Waschküche
Leichter Schimmel sichtbar, vermutlich durch Kondenswasser im Waschküche.",Schimmel
E-M-030,MEDIUM,Einzelne Sicherung instabil,Eine Sicherung löst gelegentlich aus.,"Einzelne Sicherung instabil
Eine Sicherung löst gelegentlich aus.",Elektro
BS-H-048,HIGH,Tragwerksriss über Fenster,Ein Riss verläuft über ein Fenster hinweg,"Tragwerksriss über Fenster
Ein Riss verläuft über ein Fenster hinweg",Bauliche Schäden
HL-014,LOW,Heizkörper unten etwas kühler,Der untere Bereich ist leicht kühler.,"Heizkörper unten etwas kühler
Der untere Bereich ist leicht kühler.",Heizung / Wärmeversorgung
E-H-039,HIGH,Notstromversorgung ausgefallen,Die Notstromversorgung funktioniert nicht.,"Notstromversorgung ausgefallen
Die Notstromversorgung funktioniert nicht.",Elektro
BSCH-M-041,MEDIUM,Fluchtplan veraltet – Bereich 1,Der ausgehängte Flucht- und Rettungsplan ist nicht mehr aktuell. (Betroffen: Dachboden).,"Fluchtplan veraltet – Bereich 1
Der ausgehängte Flucht- und Rettungsplan ist nicht mehr aktuell. (Betroffen: Dachboden).",Brandschutz
SON-M-039,MEDIUM,Zentrale Systemuhr falsch,Zeitstempel ungenau,"Zentrale Systemuhr falsch
Zeitstempel ungenau",Sonstige
A-H-011,HIGH,Aufzug bleibt mit Rollstuhlbenutzer stecken,Ein Rollstuhlfahrer ist im Aufzug eingeschlossen.,"Aufzug bleibt mit Rollstuhlbenutzer stecken
Ein Rollstuhlfahrer ist im Aufzug eingeschlossen.",Aufzug
SM-L-001,LOW,Minimaler Schimmel am Fensterbank-Rand,"Kleiner Schimmelpunkt im Fensterbank, nur oberflächlich.","Minimaler Schimmel am Fensterbank-Rand
Kleiner Schimmelpunkt im Fensterbank, nur oberflächlich.",Schimmel
SM-H-018,HIGH,Massiver Schimmel an Flur-Wand,Großflächiger Schimmelbefall an Wand und Decke im Flur.,"Massiver Schimmel an Flur-Wand
Großflächiger Schimmelbefall an Wand und Decke im Flur.",Schimmel
REIN-M-035,MEDIUM,Staubansammlung in Fahrradraum,Staub/Schlieren seit einigen Tagen; Staub auf Oberflächen.,"Staubansammlung in Fahrradraum
Staub/Schlieren seit einigen Tagen; Staub auf Oberflächen.",Reinigung
A-H-047,HIGH,Aufzug reagiert nicht mehr,Der Aufzug reagiert vollständig nicht mehr.,"Aufzug reagiert nicht mehr
Der Aufzug reagiert vollständig nicht mehr.",Aufzug
E-H-071,HIGH,Elektrik nach Wassereinbruch defekt,Nach Wassereinbruch ist die Elektrik defekt.,"Elektrik nach Wassereinbruch defekt
Nach Wassereinbruch ist die Elektrik defekt.",Elektro
SON-L-017,LOW,Digitale Anzeige nicht zentriert,Optischer Mangel,"Digitale Anzeige nicht zentriert
Optischer Mangel",Sonstige
TF-H-016,HIGH,Haustürschloss blockiert,Das Schloss der Haustür ist blockiert.,"Haustürschloss blockiert
Das Schloss der Haustür ist blockiert.",Türen/Fenster
BSCH-M-072,MEDIUM,Batteriestand Rauchmelder schwach – Bereich 32,"Der Rauchmelder zeigt eine schwache Batterie, Austausch zeitnah erforderlich. (Betroffen: Dachboden).","Batteriestand Rauchmelder schwach – Bereich 32
Der Rauchmelder zeigt eine schwache Batterie, Austausch zeitnah erforderlich. (Betroffen: Dachboden).",Brandschutz
AUSSEN-H-050,HIGH,Umgestürzter Baum nahe Spielbereich,Gefahr für Kinder,"Umgestürzter Baum nahe Spielbereich
Gefahr für Kinder",Außenbereich
SM-M-007,MEDIUM,Leichter Schimmel an Flur-Ecke,"Begrenzte Schimmelstellen im Flur, aktuell lokal begrenzt.","Leichter Schimmel an Flur-Ecke
Begrenzte Schimmelstellen im Flur, aktuell lokal begrenzt.",Schimmel
AUSSEN-M-039,MEDIUM,Leichte Beschädigung am Geländer,Schrauben locker,"Leichte Beschädigung am Geländer
Schrauben locker",Außenbereich
LAERM-L-047,LOW,Kaum hörbares Ticken,Ein kaum hörbares Ticken tritt gelegentlich auf.,"Kaum hörbares Ticken
Ein kaum hörbares Ticken tritt gelegentlich auf.",Lärm
TF-L-034,LOW,Fenster leicht verschoben,Das Fenster wirkt leicht verschoben.,"Fenster leicht verschoben
Das Fenster wirkt leicht verschoben.",Türen/Fenster
HL-040,LOW,Warmwasser minimal verzögert,Das Warmwasser kommt mit kurzer Verzögerung.,"Warmwasser minimal verzögert
Das Warmwasser kommt mit kurzer Verzögerung.",Heizung / Wärmeversorgung
REIN-M-011,MEDIUM,Verschmutzte Kontaktflächen in Notausgang,Handläufe/Griffe/Schalter fleckig; Staub auf Oberflächen.,"Verschmutzte Kontaktflächen in Notausgang
Handläufe/Griffe/Schalter fleckig; Staub auf Oberflächen.",Reinigung
E-H-080,HIGH,Elektrik im Dachgeschoss ausgefallen,Im Dachgeschoss gibt es keinen Strom mehr.,"Elektrik im Dachgeschoss ausgefallen
Im Dachgeschoss gibt es keinen Strom mehr.",Elektro
TF-H-057,HIGH,Fenstermechanismus blockiert,Der Fenstermechanismus ist blockiert.,"Fenstermechanismus blockiert
Der Fenstermechanismus ist blockiert.",Türen/Fenster
REIN-M-067,MEDIUM,Leichte Geruchsbelästigung in Gemeinschaftsfläche,"Geruch wahrnehmbar, vermutlich durch Schmutz; hygienisch unangenehm.","Leichte Geruchsbelästigung in Gemeinschaftsfläche
Geruch wahrnehmbar, vermutlich durch Schmutz; hygienisch unangenehm.",Reinigung
REIN-M-065,MEDIUM,Reinigungsbedarf in Treppenhaus,Boden/Flächen sichtbar verschmutzt; Reinigungsrückstände.,"Reinigungsbedarf in Treppenhaus
Boden/Flächen sichtbar verschmutzt; Reinigungsrückstände.",Reinigung
H-008,HIGH,Heizung reagiert nicht,"Die Heizungssteuerung zeigt Betrieb an, jedoch ohne Heizleistung.","Heizung reagiert nicht
Die Heizungssteuerung zeigt Betrieb an, jedoch ohne Heizleistung.",Heizung / Wärmeversorgung
SW-H-007,HIGH,Wasserschaden in der Wohnung,Große Mengen Wasser haben den Boden durchfeuchtet.,"Wasserschaden in der Wohnung
Große Mengen Wasser haben den Boden durchfeuchtet.",Sanitär / Wasser
TF-L-031,LOW,Türblatt kleine Kratzer,Das Türblatt hat kleine Kratzer.,"Türblatt kleine Kratzer
Das Türblatt hat kleine Kratzer.",Türen/Fenster
HL-043,LOW,Heizung nicht ganz gleichmäßig,Einzelne Räume sind minimal kühler.,"Heizung nicht ganz gleichmäßig
Einzelne Räume sind minimal kühler.",Heizung / Wärmeversorgung
SM-L-031,LOW,Minimaler Schimmel am Sockelleiste-Rand,Minimaler Schimmelbefall an einer Stelle im Sockelleiste.,"Minimaler Schimmel am Sockelleiste-Rand
Minimaler Schimmelbefall an einer Stelle im Sockelleiste.",Schimmel
SW-M-052,MEDIUM,WC-Spülung laut beim Füllen,Deutlich hörbare Geräusche.,"WC-Spülung laut beim Füllen
Deutlich hörbare Geräusche.",Sanitär / Wasser
AUSSEN-M-024,MEDIUM,Abnutzung an Außenmöbeln,Möbel wackeln leicht,"Abnutzung an Außenmöbeln
Möbel wackeln leicht",Außenbereich
E-L-009,LOW,Schalterabdeckung locker,Die Abdeckung eines Lichtschalters ist locker.,"Schalterabdeckung locker
Die Abdeckung eines Lichtschalters ist locker.",Elektro
E-H-004,HIGH,Brandgeruch aus Steckdose,Aus einer Steckdose kommt starker Brandgeruch.,"Brandgeruch aus Steckdose
Aus einer Steckdose kommt starker Brandgeruch.",Elektro
AUSSEN-M-044,MEDIUM,Verwitterte Außenmöbel,Optisch stark abgenutzt,"Verwitterte Außenmöbel
Optisch stark abgenutzt",Außenbereich
HL-004,LOW,Heizkörper ungleichmäßig warm,"Der Heizkörper ist nicht überall gleich warm, Funktion aber gegeben.","Heizkörper ungleichmäßig warm
Der Heizkörper ist nicht überall gleich warm, Funktion aber gegeben.",Heizung / Wärmeversorgung
SON-H-002,HIGH,Schließanlage blockiert,Mehrere Türen lassen sich nicht öffnen,"Schließanlage blockiert
Mehrere Türen lassen sich nicht öffnen",Sonstige
SW-L-008,LOW,Abflussabdeckung locker,Abdeckung sitzt nicht fest.,"Abflussabdeckung locker
Abdeckung sitzt nicht fest.",Sanitär / Wasser
BSCH-H-068,HIGH,Notbeleuchtung ausgefallen – Bereich 18,Die Notbeleuchtung funktioniert nicht – bei Stromausfall keine Orientierung. (Betroffen: Dachboden).,"Notbeleuchtung ausgefallen – Bereich 18
Die Notbeleuchtung funktioniert nicht – bei Stromausfall keine Orientierung. (Betroffen: Dachboden).",Brandschutz
E-M-036,MEDIUM,Beleuchtung Kellerflur defekt,Im Kellerflur ist kein Licht mehr vorhanden.,"Beleuchtung Kellerflur defekt
Im Kellerflur ist kein Licht mehr vorhanden.",Elektro
BS-L-021,LOW,Haarriss Badwand,Ein sehr feiner Riss in der Badwand,"Haarriss Badwand
Ein sehr feiner Riss in der Badwand",Bauliche Schäden
SM-M-033,MEDIUM,Schimmel an Fensterlaibung im Wohnzimmer,"Schimmel an Sockelleiste im Wohnzimmer, noch nicht großflächig.","Schimmel an Fensterlaibung im Wohnzimmer
Schimmel an Sockelleiste im Wohnzimmer, noch nicht großflächig.",Schimmel
SON-H-012,HIGH,Digitale Zugangscodes gelöscht,Zutritt nicht möglich,"Digitale Zugangscodes gelöscht
Zutritt nicht möglich",Sonstige
SON-M-031,MEDIUM,Alarmzentrale meldet Kommunikationsfehler,System noch erreichbar,"Alarmzentrale meldet Kommunikationsfehler
System noch erreichbar",Sonstige
BS-H-058,HIGH,Starke Rissbildung Decke Garage,Die Garagendecke weist massive Risse auf,"Starke Rissbildung Decke Garage
Die Garagendecke weist massive Risse auf",Bauliche Schäden
A-M-048,MEDIUM,Aufzug bleibt bei Etage drei stehen,Der Aufzug bleibt kurz bei Etage drei stehen.,"Aufzug bleibt bei Etage drei stehen
Der Aufzug bleibt kurz bei Etage drei stehen.",Aufzug
AUSSEN-M-013,MEDIUM,Defekte Sitzbank,"Bank beschädigt, aber nutzbar","Defekte Sitzbank
Bank beschädigt, aber nutzbar",Außenbereich
BSCH-M-011,MEDIUM,Brandschutztür schließt verzögert,Die Brandschutztür schließt langsam oder hakt leicht.,"Brandschutztür schließt verzögert
Die Brandschutztür schließt langsam oder hakt leicht.",Brandschutz
AUSSEN-H-085,HIGH,Große Scherben im Zugang,"Im Zugang liegen viele Glasscherben, Verletzungsgefahr.","Große Scherben im Zugang
Im Zugang liegen viele Glasscherben, Verletzungsgefahr.",Außenbereich
SON-L-011,LOW,Hinweisschild leicht beschädigt,Text weiterhin lesbar,"Hinweisschild leicht beschädigt
Text weiterhin lesbar",Sonstige
A-L-031,LOW,Aufzugtasten leicht verschmutzt,Die Tasten sind leicht verschmutzt.,"Aufzugtasten leicht verschmutzt
Die Tasten sind leicht verschmutzt.",Aufzug
TF-H-086,HIGH,Fenster bei Sturm nicht sicher,Das Fenster ist bei Sturm nicht sicher.,"Fenster bei Sturm nicht sicher
Das Fenster ist bei Sturm nicht sicher.",Türen/Fenster
REIN-M-075,MEDIUM,Staubansammlung in Müllplatz,Staub/Schlieren seit einigen Tagen; Flecken sichtbar.,"Staubansammlung in Müllplatz
Staub/Schlieren seit einigen Tagen; Flecken sichtbar.",Reinigung
BSCH-M-034,MEDIUM,Feuerlöscher Halterung locker,Die Halterung des Feuerlöschers ist locker.,"Feuerlöscher Halterung locker
Die Halterung des Feuerlöschers ist locker.",Brandschutz
BS-H-057,HIGH,Einsturzgefahr nach Wassereinbruch,Nach Wassereinbruch ist die Statik gefährdet,"Einsturzgefahr nach Wassereinbruch
Nach Wassereinbruch ist die Statik gefährdet",Bauliche Schäden
BSCH-H-082,HIGH,Brandmeldeanlage Totalausfall – Bereich 32,"Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich. (Betroffen: Gebäude).","Brandmeldeanlage Totalausfall – Bereich 32
Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich. (Betroffen: Gebäude).",Brandschutz
SW-M-080,MEDIUM,Leichte Feuchtigkeit an Wasserleitung,Keine akute Leckage.,"Leichte Feuchtigkeit an Wasserleitung
Keine akute Leckage.",Sanitär / Wasser
HM-058,MEDIUM,Warmwasser nur zeitweise verfügbar,Zwischendurch kommt kaltes Wasser.,"Warmwasser nur zeitweise verfügbar
Zwischendurch kommt kaltes Wasser.",Heizung / Wärmeversorgung
SM-L-022,LOW,Kleiner Schimmelfleck im Flur,"Kleiner Schimmelpunkt im Flur, nur oberflächlich.","Kleiner Schimmelfleck im Flur
Kleiner Schimmelpunkt im Flur, nur oberflächlich.",Schimmel
A-M-018,MEDIUM,Aufzug zeigt sporadische Fehlermeldung,Der Aufzug zeigt sporadisch Fehlermeldungen.,"Aufzug zeigt sporadische Fehlermeldung
Der Aufzug zeigt sporadisch Fehlermeldungen.",Aufzug
REIN-L-019,LOW,Leichte Schlieren in Technikbereich,Schlieren kaum sichtbar; geringer Aufwand.,"Leichte Schlieren in Technikbereich
Schlieren kaum sichtbar; geringer Aufwand.",Reinigung
AUSSEN-H-044,HIGH,Defekter Gullydeckel,Deckel wackelt stark,"Defekter Gullydeckel
Deckel wackelt stark",Außenbereich
LAERM-M-079,MEDIUM,Lautes Summen bei Beleuchtung,Bei eingeschalteter Beleuchtung ist ein lautes Summen hörbar.,"Lautes Summen bei Beleuchtung
Bei eingeschalteter Beleuchtung ist ein lautes Summen hörbar.",Lärm
HM-061,MEDIUM,Warmwasserleistung unzureichend,Die Temperatur reicht nicht aus.,"Warmwasserleistung unzureichend
Die Temperatur reicht nicht aus.",Heizung / Wärmeversorgung
H-043,HIGH,Totalausfall Heizsystem,Das Heizsystem ist vollständig ausgefallen.,"Totalausfall Heizsystem
Das Heizsystem ist vollständig ausgefallen.",Heizung / Wärmeversorgung
SW-L-009,LOW,Duschschlauch optisch abgenutzt,Funktion weiterhin gegeben.,"Duschschlauch optisch abgenutzt
Funktion weiterhin gegeben.",Sanitär / Wasser
A-M-007,MEDIUM,Aufzugtüren schließen langsam,Die Aufzugstüren schließen ungewöhnlich langsam.,"Aufzugtüren schließen langsam
Die Aufzugstüren schließen ungewöhnlich langsam.",Aufzug
A-M-074,MEDIUM,Aufzug macht schleppende Geräusche beim Anfahren,Beim Anfahren entstehen schleppende Geräusche aus dem Schacht.,"Aufzug macht schleppende Geräusche beim Anfahren
Beim Anfahren entstehen schleppende Geräusche aus dem Schacht.",Aufzug
E-H-049,HIGH,Brandgeruch im Sicherungsraum,Im Sicherungsraum riecht es stark verbrannt.,"Brandgeruch im Sicherungsraum
Im Sicherungsraum riecht es stark verbrannt.",Elektro
BSCH-M-061,MEDIUM,Notbeleuchtung sehr dunkel – Bereich 21,"Die Notbeleuchtung ist ungewöhnlich dunkel, Austausch notwendig. (Betroffen: Keller).","Notbeleuchtung sehr dunkel – Bereich 21
Die Notbeleuchtung ist ungewöhnlich dunkel, Austausch notwendig. (Betroffen: Keller).",Brandschutz
TF-L-013,LOW,Leichte Gebrauchsspuren an Tür,Die Tür weist Gebrauchsspuren auf.,"Leichte Gebrauchsspuren an Tür
Die Tür weist Gebrauchsspuren auf.",Türen/Fenster
TF-H-002,HIGH,Eingangstür klemmt stark,Die Eingangstür klemmt und blockiert den Zugang.,"Eingangstür klemmt stark
Die Eingangstür klemmt und blockiert den Zugang.",Türen/Fenster
A-H-075,HIGH,Aufzug blockiert bei Stoßzeiten,Der Aufzug blockiert während Stoßzeiten.,"Aufzug blockiert bei Stoßzeiten
Der Aufzug blockiert während Stoßzeiten.",Aufzug
BSCH-M-013,MEDIUM,Brandschutzdichtung beschädigt,Die Dichtung einer Brandschutztür ist teilweise beschädigt.,"Brandschutzdichtung beschädigt
Die Dichtung einer Brandschutztür ist teilweise beschädigt.",Brandschutz
BS-M-076,MEDIUM,Rissbildung an Stützmauer klein,An der Stützmauer im Hof sind kleine Risse erkennbar.,"Rissbildung an Stützmauer klein
An der Stützmauer im Hof sind kleine Risse erkennbar.",Bauliche Schäden
BSCH-H-088,HIGH,Fehlender Feuerlöscher Tiefgarage – Bereich 38,In der Tiefgarage fehlt der Feuerlöscher an der vorgesehenen Stelle. (Betroffen: Treppenhaus).,"Fehlender Feuerlöscher Tiefgarage – Bereich 38
In der Tiefgarage fehlt der Feuerlöscher an der vorgesehenen Stelle. (Betroffen: Treppenhaus).",Brandschutz
BS-M-030,MEDIUM,Feine Risse Stützmauer,An der Stützmauer im Hof sind kleine Risse,"Feine Risse Stützmauer
An der Stützmauer im Hof sind kleine Risse",Bauliche Schäden
E-L-031,LOW,Licht im Flur leicht gedimmt,Das Flurlicht ist leicht gedimmt.,"Licht im Flur leicht gedimmt
Das Flurlicht ist leicht gedimmt.",Elektro
AUSSEN-H-081,HIGH,Außensteckdose beschädigt,"Außensteckdose ist beschädigt und offen, Stromschlaggefahr.","Außensteckdose beschädigt
Außensteckdose ist beschädigt und offen, Stromschlaggefahr.",Außenbereich
SM-H-027,HIGH,Schimmelgeruch und Befall im Küche,Schimmel breitet sich schnell aus; Gesundheitsrisiko im Küche.,"Schimmelgeruch und Befall im Küche
Schimmel breitet sich schnell aus; Gesundheitsrisiko im Küche.",Schimmel
E-M-058,MEDIUM,Beleuchtung Kellerraum schwach,Die Kellerbeleuchtung ist sehr schwach.,"Beleuchtung Kellerraum schwach
Die Kellerbeleuchtung ist sehr schwach.",Elektro
REIN-M-015,MEDIUM,Unordnung im Technikraum,Bereich wirkt ungepflegt; hygienisch unangenehm.,"Unordnung im Technikraum
Bereich wirkt ungepflegt; hygienisch unangenehm.",Reinigung
LAERM-M-030,MEDIUM,Lautes Lüftergeräusch,Ein Lüfter ist deutlich hörbar,"Lautes Lüftergeräusch
Ein Lüfter ist deutlich hörbar",Lärm
SM-L-044,LOW,Leichte Schimmelverfärbung im Fensterrahmen,"Leichte Verfärbung durch Schimmel im Fensterrahmen, punktuell.","Leichte Schimmelverfärbung im Fensterrahmen
Leichte Verfärbung durch Schimmel im Fensterrahmen, punktuell.",Schimmel
SW-L-042,LOW,WC-Spültaste etwas locker,Funktioniert normal.,"WC-Spültaste etwas locker
Funktioniert normal.",Sanitär / Wasser
BS-H-087,HIGH,Starke Setzungen Innenraum,Im Innenraum sind deutliche Setzungen sichtbar,"Starke Setzungen Innenraum
Im Innenraum sind deutliche Setzungen sichtbar",Bauliche Schäden
REIN-M-044,MEDIUM,Unordnung im Außenbereich,Bereich wirkt ungepflegt; Laub/Schmutzreste.,"Unordnung im Außenbereich
Bereich wirkt ungepflegt; Laub/Schmutzreste.",Reinigung
A-H-067,HIGH,Aufzug bleibt nach kurzer Fahrt stehen,Der Aufzug stoppt nach kurzer Fahrt.,"Aufzug bleibt nach kurzer Fahrt stehen
Der Aufzug stoppt nach kurzer Fahrt.",Aufzug
E-L-038,LOW,Lampe macht leichtes Geräusch,Eine Lampe macht ein leises Geräusch.,"Lampe macht leichtes Geräusch
Eine Lampe macht ein leises Geräusch.",Elektro
SW-M-068,MEDIUM,WC-Spülung läuft kurz nach,Wasser stoppt verzögert.,"WC-Spülung läuft kurz nach
Wasser stoppt verzögert.",Sanitär / Wasser
A-H-044,HIGH,Aufzug bleibt bei jedem Start stehen,Der Aufzug stoppt bei jedem Start.,"Aufzug bleibt bei jedem Start stehen
Der Aufzug stoppt bei jedem Start.",Aufzug
REIN-M-077,MEDIUM,Staubansammlung in Keller,Staub/Schlieren seit einigen Tagen; hygienisch unangenehm.,"Staubansammlung in Keller
Staub/Schlieren seit einigen Tagen; hygienisch unangenehm.",Reinigung
TF-M-038,MEDIUM,Fenstermechanik schwergängig,Die Fenstermechanik ist schwergängig.,"Fenstermechanik schwergängig
Die Fenstermechanik ist schwergängig.",Türen/Fenster
E-L-045,LOW,Licht im Abstellraum ungleichmäßig,Das Licht im Abstellraum ist ungleichmäßig.,"Licht im Abstellraum ungleichmäßig
Das Licht im Abstellraum ist ungleichmäßig.",Elektro
SW-M-059,MEDIUM,Wasserleitung macht Geräusche,Knacken hörbar.,"Wasserleitung macht Geräusche
Knacken hörbar.",Sanitär / Wasser
SM-H-084,HIGH,Schimmelgeruch und Befall im Treppenhaus,Starker Schimmel durch anhaltende Feuchtigkeit im Treppenhaus.,"Schimmelgeruch und Befall im Treppenhaus
Starker Schimmel durch anhaltende Feuchtigkeit im Treppenhaus.",Schimmel
BS-M-025,MEDIUM,Putzschäden Treppenhaus,Im Treppenhaus gibt es mehrere Putzschäden,"Putzschäden Treppenhaus
Im Treppenhaus gibt es mehrere Putzschäden",Bauliche Schäden
E-M-038,MEDIUM,Steckdose ohne Abdeckung,Eine Steckdose hat keine Abdeckung mehr.,"Steckdose ohne Abdeckung
Eine Steckdose hat keine Abdeckung mehr.",Elektro
BS-H-054,HIGH,Deckeninstabilität Kinderzimmer,Die Decke im Kinderzimmer wirkt instabil,"Deckeninstabilität Kinderzimmer
Die Decke im Kinderzimmer wirkt instabil",Bauliche Schäden
SW-M-066,MEDIUM,Leichte Feuchtigkeit an Rohrisolierung,Isolierung feucht.,"Leichte Feuchtigkeit an Rohrisolierung
Isolierung feucht.",Sanitär / Wasser
A-M-008,MEDIUM,Aufzug öffnet Türen verspätet,Die Türen öffnen sich verzögert nach Ankunft.,"Aufzug öffnet Türen verspätet
Die Türen öffnen sich verzögert nach Ankunft.",Aufzug
SON-H-041,HIGH,Zugangsserver nicht erreichbar,Digitale Schlösser reagieren nicht,"Zugangsserver nicht erreichbar
Digitale Schlösser reagieren nicht",Sonstige
