id,title,description,priority_label,impact_annotation,urgency_annotation,category
BS-H-010,Lockere Deckenelemente,Deckenelemente im Eingangsbereich sitzen locker und könnten herunterfallen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-011,Einsturzgefährdeter Balkon,Der Balkon weist starke Absenkungen und Risse auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-012,Starke Setzrisse,Mehrere Setzrisse ziehen sich durch die Außenwand,HIGH,hoch,hoch,Bauliche Schäden
BS-H-013,Abgesacktes Fundament,Teile des Gebäudes scheinen sich abgesenkt zu haben,HIGH,hoch,hoch,Bauliche Schäden
BS-H-014,Betonabbruch im Parkhaus,Im Parkhaus lösen sich größere Betonteile von der Decke,HIGH,hoch,hoch,Bauliche Schäden
BS-H-015,Tragende Wand beschädigt,Bei Bauarbeiten wurde eine tragende Wand beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-016,Einsturzgefahr Kellerdecke,Die Kellerdecke zeigt massive Risse und Durchbiegungen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-017,Abbruchkante an Treppe,An der Treppe fehlen Teile der Stufenstruktur,HIGH,hoch,hoch,Bauliche Schäden
BS-H-018,Riss über mehrere Etagen,Ein durchgehender Riss zieht sich vom Keller bis ins Dachgeschoss,HIGH,hoch,hoch,Bauliche Schäden
BS-H-019,Deckenverformung sichtbar,Die Decke im Wohnzimmer ist stark durchgebogen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-020,Bruch im Mauerwerk,Ein deutlicher Bruch im Mauerwerk ist sichtbar,HIGH,hoch,hoch,Bauliche Schäden
BS-H-021,Einsturzgefährdete Wand,Eine Innenwand zeigt starke strukturelle Schäden,HIGH,hoch,hoch,Bauliche Schäden
BS-H-022,Abplatzende Putzflächen großflächig,Große Putzflächen lösen sich von der Wand,HIGH,hoch,hoch,Bauliche Schäden
BS-H-023,Schiefstellung Gebäudeteil,Ein Gebäudeteil ist sichtbar schief gestellt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-024,Tragwerksbeschädigung nach Wasserschaden,Nach einem Wasserschaden ist die Statik beeinträchtigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-025,Betondecke bröckelt,Die Betondecke im Keller bröckelt stark,HIGH,hoch,hoch,Bauliche Schäden
BS-H-026,Großer Riss im Treppenhaus,Ein breiter Riss zieht sich über das gesamte Treppenhaus,HIGH,hoch,hoch,Bauliche Schäden
BS-H-027,Deckenplatten lösen sich,Mehrere Deckenplatten haben sich gelöst,HIGH,hoch,hoch,Bauliche Schäden
BS-H-028,Starke Materialermüdung Balken,Holzbalken zeigen starke Materialermüdung,HIGH,hoch,hoch,Bauliche Schäden
BS-H-029,Einsturzgefahr nach Bauarbeiten,Nach Bauarbeiten zeigen sich kritische Risse,HIGH,hoch,hoch,Bauliche Schäden
BS-H-030,Schwer beschädigter Unterzug,Ein tragender Unterzug ist gerissen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-031,Rissbildung an Stützmauer,Die Stützmauer im Hof weist massive Risse auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-032,Abgesackte Decke Küche,Die Küchendecke ist sichtbar abgesackt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-033,Starke Rissbildung Fassade,Die Fassade weist tiefe strukturelle Risse auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-034,Bauteil droht abzustürzen,Ein Bauteil über dem Eingang ist locker,HIGH,hoch,hoch,Bauliche Schäden
BS-H-035,Einsturzgefahr Dachkonstruktion,Die Dachkonstruktion ist beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-036,Massive Setzungen im Gebäude,Mehrere Bereiche zeigen starke Setzungen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-037,Betonabplatzungen Balkonunterseite,An der Balkonunterseite lösen sich Betonteile,HIGH,hoch,hoch,Bauliche Schäden
BS-H-038,Tragender Pfeiler beschädigt,Ein tragender Pfeiler ist stark beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-039,Großflächige Deckenrisse,Die Decke weist mehrere tiefe Risse auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-040,Instabile Treppenstufen,Mehrere Treppenstufen sind instabil,HIGH,hoch,hoch,Bauliche Schäden
BS-H-041,Abbruch von Mauerteilen,Mauerteile sind bereits abgefallen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-042,Schäden an tragender Wand,Eine tragende Wand weist strukturelle Schäden auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-043,Abgesackter Balkonboden,Der Balkonboden ist deutlich abgesackt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-044,Schwer beschädigte Decke Bad,Die Badezimmerdecke ist stark beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-045,Rissbildung nach Erschütterung,Nach Bauarbeiten nebenan sind Risse entstanden,HIGH,hoch,hoch,Bauliche Schäden
BS-H-046,Einsturzgefährdete Deckenplatte,Eine Deckenplatte droht herunterzufallen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-047,Statische Probleme Keller,Im Keller wurden statische Probleme festgestellt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-048,Tragwerksriss über Fenster,Ein Riss verläuft über ein Fenster hinweg,HIGH,hoch,hoch,Bauliche Schäden
BS-H-049,Starke Betonkorrosion,Betonkorrosion an tragenden Bauteilen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-050,Deckendurchbruch sichtbar,Ein beginnender Deckendurchbruch ist sichtbar,HIGH,hoch,hoch,Bauliche Schäden
BS-H-051,Abplatzender Stahlbeton,Stahlbeton platzt großflächig ab,HIGH,hoch,hoch,Bauliche Schäden
BS-H-052,Einsturzgefahr Innenwand,Eine Innenwand droht einzustürzen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-053,Rissbildung Dachstuhl,Im Dachstuhl sind große Risse sichtbar,HIGH,hoch,hoch,Bauliche Schäden
BS-H-054,Deckeninstabilität Kinderzimmer,Die Decke im Kinderzimmer wirkt instabil,HIGH,hoch,hoch,Bauliche Schäden
BS-H-055,Abbruch von Fassadenteilen,Fassadenteile haben sich gelöst,HIGH,hoch,hoch,Bauliche Schäden
BS-H-056,Schäden an tragendem Balken,Ein tragender Balken ist gerissen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-057,Einsturzgefahr nach Wassereinbruch,Nach Wassereinbruch ist die Statik gefährdet,HIGH,hoch,hoch,Bauliche Schäden
BS-H-058,Starke Rissbildung Decke Garage,Die Garagendecke weist massive Risse auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-059,Abgesackter Boden Keller,Der Boden im Keller ist abgesackt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-060,Tragende Wand fehlerhaft geöffnet,Eine tragende Wand wurde ohne Abstützung geöffnet,HIGH,hoch,hoch,Bauliche Schäden
BS-H-061,Großflächige Betonabplatzungen,Großflächige Abplatzungen an Betonflächen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-062,Einsturzgefährdete Balkonstütze,Die Balkonstütze ist beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-063,Deckenverformung Flur,Die Decke im Flur ist deutlich verformt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-064,Rissbildung tragende Decke,Eine tragende Decke zeigt tiefe Risse,HIGH,hoch,hoch,Bauliche Schäden
BS-H-065,Abbruch an Betonstütze,An einer Betonstütze fehlen Teile,HIGH,hoch,hoch,Bauliche Schäden
BS-H-066,Schwere Schäden an Außenwand,Die Außenwand weist massive Schäden auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-067,Einsturzgefahr Kellerwand,Die Kellerwand zeigt schwere Risse,HIGH,hoch,hoch,Bauliche Schäden
BS-H-068,Starke Rissbildung Bodenplatte,Die Bodenplatte weist tiefe Risse auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-069,Deckenabbruch Bad,Im Badezimmer sind Deckenteile abgefallen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-070,Abgesackter Gebäudeteil,Ein Gebäudeteil ist deutlich abgesackt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-071,Instabile Balkonbrüstung,Die Balkonbrüstung ist instabil,HIGH,hoch,hoch,Bauliche Schäden
BS-H-072,Tragende Wand stark beschädigt,Die tragende Wand ist stark beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-073,Rissbildung Fundament,Das Fundament weist deutliche Risse auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-074,Betonabplatzung Decke Flur,An der Flurdecke lösen sich Betonteile,HIGH,hoch,hoch,Bauliche Schäden
BS-H-075,Einsturzgefahr Dachbalken,Ein Dachbalken ist stark beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-076,Starke Schäden an Stützmauer,Die Stützmauer ist stark beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-077,Deckeninstabilität Schlafzimmer,Die Schlafzimmerdecke wirkt instabil,HIGH,hoch,hoch,Bauliche Schäden
BS-H-078,Abgesackter Treppenabsatz,Ein Treppenabsatz ist abgesackt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-079,Großflächige Wandrisse,Mehrere Wände weisen tiefe Risse auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-080,Tragwerksproblem nach Umbau,Nach einem Umbau traten statische Probleme auf,HIGH,hoch,hoch,Bauliche Schäden
BS-H-081,Deckenriss mit Durchbruchgefahr,Ein Deckenriss könnte zum Durchbruch führen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-082,Abbruch an Treppengeländer,Das Treppengeländer ist nicht mehr sicher verankert,HIGH,hoch,hoch,Bauliche Schäden
BS-H-083,Einsturzgefahr Balkonplatte,Die Balkonplatte ist stark beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-084,Schäden an tragender Decke,Die tragende Decke ist strukturell beschädigt,HIGH,hoch,hoch,Bauliche Schäden
BS-H-085,Rissbildung an Gebäudeecke,An der Gebäudeecke verlaufen tiefe Risse,HIGH,hoch,hoch,Bauliche Schäden
BS-H-086,Betonabbruch Kellerdecke,In der Kellerdecke sind Betonteile abgefallen,HIGH,hoch,hoch,Bauliche Schäden
BS-H-087,Starke Setzungen Innenraum,Im Innenraum sind deutliche Setzungen sichtbar,HIGH,hoch,hoch,Bauliche Schäden
BS-H-088,Einsturzgefährdete Wand Küche,Die Küchenwand wirkt einsturzgefährdet,HIGH,hoch,hoch,Bauliche Schäden
BS-H-089,Deckenriss Gemeinschaftsraum,Ein tiefer Deckenriss im Gemeinschaftsraum,HIGH,hoch,hoch,Bauliche Schäden
BS-H-090,Tragwerksbeschädigung Fassade,Die Fassade weist tragwerksrelevante Schäden auf,HIGH,hoch,hoch,Bauliche Schäden
BS-M-001,Haarrisse in Wohnzimmerwand,In der Wohnzimmerwand sind mehrere feine Risse sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-002,Leichte Setzrisse im Flur,Im Flur sind kleine Setzrisse an der Wand erkennbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-003,Putz löst sich stellenweise,An der Wand löst sich der Putz an mehreren Stellen,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-004,Rissbildung Decke Schlafzimmer,In der Schlafzimmerdecke haben sich feine Risse gebildet,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-005,Unebener Boden Wohnzimmer,Der Boden im Wohnzimmer ist leicht uneben,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-006,Feuchte Wand im Keller,Eine Kellerwand ist leicht feucht,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-007,Abplatzungen an Innenwand,An einer Innenwand platzt der Putz ab,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-008,Riss an Fenstersturz,Über einem Fenster ist ein Riss sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-009,Kleine Risse im Treppenhaus,Im Treppenhaus sind kleinere Risse an der Wand,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-010,Abnutzung Bodenbelag,Der Bodenbelag weist deutliche Abnutzung auf,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-011,Putzschäden Kellerdecke,An der Kellerdecke gibt es Putzschäden,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-012,Leichte Deckenverformung,Die Decke im Flur wirkt leicht verformt,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-013,Rissbildung Innenwand Küche,In der Küchenwand ist ein Riss entstanden,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-014,Feine Risse Außenfassade,An der Fassade sind feine Risse sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-015,Abplatzungen an Balkonwand,An der Balkonwand lösen sich kleine Putzstücke,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-016,Bodenabsenkung leicht,Der Boden im Schlafzimmer ist minimal abgesackt,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-017,Rissbildung Baddecke,In der Baddecke sind feine Risse sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-018,Putz bröckelt im Flur,Im Flur bröckelt der Putz an einer Stelle,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-019,Setzrisse Kellerwand,Die Kellerwand weist Setzrisse auf,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-020,Unebene Treppenstufe,Eine Treppenstufe ist leicht uneben,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-021,Rissbildung an Türrahmen,Am Türrahmen ist ein Riss entstanden,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-022,Abnutzung an Wandflächen,Die Wandflächen sind stark abgenutzt,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-023,Feuchte Stelle Außenwand,An der Außenwand zeigt sich eine feuchte Stelle,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-024,Haarrisse Decke Wohnzimmer,In der Wohnzimmerdecke sind Haarrisse sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-025,Putzschäden Treppenhaus,Im Treppenhaus gibt es mehrere Putzschäden,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-026,Leichte Risse Balkonboden,Der Balkonboden weist feine Risse auf,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-027,Unebenheit Boden Küche,Der Boden in der Küche ist ungleichmäßig,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-028,Rissbildung Wand Schlafzimmer,In der Schlafzimmerwand ist ein Riss sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-029,Putzabplatzung Garage,In der Garage platzt Putz von der Wand,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-030,Feine Risse Stützmauer,An der Stützmauer im Hof sind kleine Risse,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-031,Abnutzung an Deckenfläche,Die Deckenfläche zeigt deutliche Abnutzung,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-032,Leichte Setzung Flurboden,Der Boden im Flur ist leicht abgesackt,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-033,Rissbildung Innenwand Flur,In der Flurwand ist ein Riss entstanden,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-034,Putzschäden Balkonunterseite,Unter dem Balkon sind Putzschäden sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-035,Feuchte Wand Bad,Eine Wand im Bad ist leicht feucht,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-036,Unebene Bodenplatte Keller,Die Bodenplatte im Keller ist uneben,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-037,Haarrisse Treppenhausdecke,In der Treppenhausdecke sind Haarrisse,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-038,Putzschäden Außenfassade,An der Fassade gibt es kleinere Putzschäden,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-039,Rissbildung Wand Wohnzimmer,In der Wohnzimmerwand ist ein Riss sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-040,Abnutzung Bodenbelag Flur,Der Bodenbelag im Flur ist stark abgenutzt,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-041,Feuchte Stelle Kellerdecke,An der Kellerdecke zeigt sich eine feuchte Stelle,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-042,Leichte Rissbildung Fensterbereich,Im Fensterbereich sind feine Risse sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-043,Putz bröckelt Außenwand,An der Außenwand bröckelt der Putz,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-044,Unebene Treppenstufe Flur,Eine Stufe im Flur ist leicht abgesenkt,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-045,Haarrisse Decke Küche,In der Küchendecke sind Haarrisse sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-046,Abnutzung an Wand Keller,Die Kellerwand zeigt Abnutzungserscheinungen,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-047,Rissbildung Balkonwand,In der Balkonwand ist ein Riss entstanden,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-048,Putzschäden Innenwand Bad,In der Badwand gibt es Putzschäden,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-049,Feuchte Stelle Treppenhauswand,Im Treppenhaus ist eine Wand feucht,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-050,Leichte Bodenabsenkung Küche,Der Küchenboden ist minimal abgesackt,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-051,Rissbildung Flurwand,In der Flurwand ist ein Riss sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-052,Putzabplatzung Decke Keller,An der Kellerdecke platzt Putz ab,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-053,Unebenheit Balkonboden,Der Balkonboden ist uneben,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-054,Feine Risse Wand Bad,In der Badwand sind feine Risse sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-055,Putzschäden Flurdecke,An der Flurdecke gibt es Putzschäden,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-056,Leichte Rissbildung Außenwand,An der Außenwand sind kleine Risse sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-057,Abnutzung Wand Schlafzimmer,Die Wand im Schlafzimmer ist stark abgenutzt,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-058,Feuchte Stelle Wohnzimmerwand,In der Wohnzimmerwand ist eine feuchte Stelle,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-059,Rissbildung Kellerboden,Der Kellerboden weist Risse auf,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-060,Putzschäden Garage,In der Garage sind Putzschäden sichtbar,MEDIUM,mittel,mittel,Bauliche Schäden
BS-L-001,Feine Haarrisse Wand,An der Wand sind sehr feine Haarrisse sichtbar,LOW,gering,gering,Bauliche Schäden
BS-L-002,Kleine Putzunebenheit,Der Putz weist eine kleine Unebenheit auf,LOW,gering,gering,Bauliche Schäden
BS-L-003,Optische Risse Decke,In der Decke sind leichte optische Risse erkennbar,LOW,gering,gering,Bauliche Schäden
BS-L-004,Abnutzung Wandfarbe,Die Wandfarbe ist stellenweise abgenutzt,LOW,gering,gering,Bauliche Schäden
BS-L-005,Leichte Risslinie Flurwand,Eine feine Risslinie ist im Flur sichtbar,LOW,gering,gering,Bauliche Schäden
BS-L-006,Optische Putzstelle Keller,Im Keller ist eine kleine Putzstelle sichtbar,LOW,gering,gering,Bauliche Schäden
BS-L-007,Minimaler Wandriss Schlafzimmer,Ein sehr kleiner Riss an der Schlafzimmerwand,LOW,gering,gering,Bauliche Schäden
BS-L-008,Abnutzung Sockelleiste,Die Sockelleiste ist leicht beschädigt,LOW,gering,gering,Bauliche Schäden
BS-L-009,Feine Risse Balkonwand,An der Balkonwand sind minimale Risse sichtbar,LOW,gering,gering,Bauliche Schäden
BS-L-010,Kleine Putzabschürfung,Eine kleine Abschürfung im Putz ist erkennbar,LOW,gering,gering,Bauliche Schäden
BS-L-011,Optische Bodenunebenheit,Der Boden wirkt minimal uneben ohne Einschränkung,LOW,gering,gering,Bauliche Schäden
BS-L-012,Leichte Farbveränderung Wand,Die Wandfarbe hat sich leicht verändert,LOW,gering,gering,Bauliche Schäden
BS-L-013,Haarriss Treppenhauswand,Ein feiner Haarriss im Treppenhaus,LOW,gering,gering,Bauliche Schäden
BS-L-014,Abnutzung Wand Keller,Die Kellerwand zeigt leichte Abnutzung,LOW,gering,gering,Bauliche Schäden
BS-L-015,Optische Rissbildung Fensterbereich,Im Fensterbereich sind kleine Risse sichtbar,LOW,gering,gering,Bauliche Schäden
BS-L-016,Leichte Abplatzung Wandfarbe,Die Wandfarbe blättert minimal ab,LOW,gering,gering,Bauliche Schäden
BS-L-017,Kleine Unebenheit Decke,Die Decke weist eine kleine Unebenheit auf,LOW,gering,gering,Bauliche Schäden
BS-L-018,Feiner Riss Innenwand Küche,In der Küchenwand ist ein feiner Riss sichtbar,LOW,gering,gering,Bauliche Schäden
BS-L-019,Optischer Mangel Putz Flur,Ein kleiner optischer Mangel im Putz,LOW,gering,gering,Bauliche Schäden
BS-L-020,Abnutzung Wand Garage,Die Wand in der Garage ist leicht abgenutzt,LOW,gering,gering,Bauliche Schäden
BS-L-021,Haarriss Badwand,Ein sehr feiner Riss in der Badwand,LOW,gering,gering,Bauliche Schäden
BS-L-022,Optische Risse Balkonboden,Leichte optische Risse im Balkonboden,LOW,gering,gering,Bauliche Schäden
BS-L-023,Kleine Putzstelle Außenwand,An der Außenwand ist eine kleine Putzstelle sichtbar,LOW,gering,gering,Bauliche Schäden
BS-L-024,Leichte Farbabsplitterung Wand,Kleine Farbabsplitterung an der Wand,LOW,gering,gering,Bauliche Schäden
BS-L-025,Feine Rissbildung Kellerwand,In der Kellerwand sind feine Risse sichtbar,LOW,gering,gering,Bauliche Schäden
BS-L-026,Optische Abnutzung Türlaibung,Die Türlaibung ist optisch abgenutzt,LOW,gering,gering,Bauliche Schäden
BS-L-027,Kleine Unebenheit Boden Flur,Der Boden im Flur ist minimal uneben,LOW,gering,gering,Bauliche Schäden
BS-L-028,Haarriss Decke Wohnzimmer,Ein feiner Haarriss in der Wohnzimmerdecke,LOW,gering,gering,Bauliche Schäden
BS-L-029,Optische Putzveränderung Garage,Der Putz in der Garage wirkt optisch verändert,LOW,gering,gering,Bauliche Schäden
BS-L-030,Leichter Riss Wand Schlafzimmer,Ein kleiner optischer Riss an der Schlafzimmerwand,LOW,gering,gering,Bauliche Schäden
BS-M-061,Rissbildung Putz Wohnzimmer,"Im Wohnzimmer zeigen sich neue Risse im Putz, die sich langsam ausweiten.",MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-062,Leichte Betonabplatzung Kellerwand,"An der Kellerwand lösen sich kleine Betonteile, ohne akute Gefahr.",MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-063,Feuchte Stelle an Decke Flur,"An der Flurdecke ist eine feuchte Stelle sichtbar, vermutlich Kondensat.",MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-064,Setzriss an Wand Schlafzimmer,Ein Setzriss ist an der Schlafzimmerwand erkennbar und sollte geprüft werden.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-065,Unebenheit Boden Flur,"Der Boden im Flur ist leicht uneben, Stolpergefahr besteht gelegentlich.",MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-066,Putzriss im Badbereich,"Im Badbereich ist ein Putzriss entstanden, eventuell durch Feuchtigkeit.",MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-067,Riss an Balkonunterseite,An der Unterseite des Balkons sind feine Risse sichtbar.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-068,Putz bröckelt Treppenhauswand,An der Treppenhauswand bröckelt Putz an mehreren kleinen Stellen.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-069,Haarrisse an Außenwand,"An der Außenwand sind mehrere Haarrisse sichtbar, keine akute Gefahr.",MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-070,Feuchte Kellerwand nach Regen,Nach Regen ist die Kellerwand stellenweise feucht.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-071,Riss im Bereich Deckenanschluss,Am Übergang Wand/Decke ist ein Riss sichtbar.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-072,Abplatzung an Garagenwand,In der Tiefgarage gibt es Abplatzungen an der Wandfläche.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-073,Leichte Deckenverfärbung mit Riss,An der Decke ist eine Verfärbung mit feinem Riss zu sehen.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-074,Setzungsriss im Eingangsbereich,Im Eingangsbereich ist ein Setzungsriss an der Wand sichtbar.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-075,Putzschaden an Fensterlaibung,Rund um die Fensterlaibung sind Putzschäden und feine Risse erkennbar.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-076,Rissbildung an Stützmauer klein,An der Stützmauer im Hof sind kleine Risse erkennbar.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-077,Bodenplatte Keller zeigt Riss,In der Kellerbodenplatte ist ein neuer Riss sichtbar.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-078,Putz löst sich an Außenfassade,An der Außenfassade löst sich der Putz stellenweise.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-079,Riss an Treppenabsatz,Am Treppenabsatz ist ein Riss im Estrich sichtbar.,MEDIUM,mittel,mittel,Bauliche Schäden
BS-M-080,Wand im Wohnzimmer feucht,"Eine Wand im Wohnzimmer ist leicht feucht, Ursache unklar.",MEDIUM,mittel,mittel,Bauliche Schäden
BS-L-031,Kleine Putzstelle Wohnzimmer,"Im Wohnzimmer ist eine kleine Putzstelle sichtbar, rein optisch.",LOW,gering,gering,Bauliche Schäden
BS-L-032,Haarriss an Decke Flur,An der Flurdecke ist ein feiner Haarriss erkennbar.,LOW,gering,gering,Bauliche Schäden
BS-L-033,Leichte Verfärbung an Wand,"An der Wand ist eine leichte Verfärbung sichtbar, ohne Schaden.",LOW,gering,gering,Bauliche Schäden
BS-L-034,Minimaler Riss am Fenster,Neben dem Fenster ist ein minimaler Riss im Putz sichtbar.,LOW,gering,gering,Bauliche Schäden
BS-L-035,Kleine Abplatzung Sockel,Am Sockelbereich ist eine kleine Abplatzung vorhanden.,LOW,gering,gering,Bauliche Schäden
BS-L-036,Optische Unebenheit Decke,Die Decke zeigt eine kleine optische Unebenheit.,LOW,gering,gering,Bauliche Schäden
BS-L-037,Feine Kratzspuren im Putz,"Im Putz sind feine Kratzspuren sichtbar, ohne Relevanz.",LOW,gering,gering,Bauliche Schäden
BS-L-038,Kleiner Haarriss Baddecke,In der Baddecke ist ein feiner Haarriss sichtbar.,LOW,gering,gering,Bauliche Schäden
BS-L-039,Optische Abnutzung Treppenhaus,Im Treppenhaus sind leichte optische Abnutzungen zu sehen.,LOW,gering,gering,Bauliche Schäden
BS-L-040,Kleine Putzabschürfung Keller,Im Keller gibt es eine kleine Abschürfung im Putz.,LOW,gering,gering,Bauliche Schäden
BS-L-041,Sehr feine Risslinie Küche,In der Küche ist eine sehr feine Risslinie sichtbar.,LOW,gering,gering,Bauliche Schäden
BS-L-042,Leichte Abnutzung an Wandfarbe,"Die Wandfarbe ist leicht abgenutzt, nur optisch.",LOW,gering,gering,Bauliche Schäden
BS-L-043,Kleine Unebenheit Balkonboden,Am Balkonboden ist eine minimale Unebenheit sichtbar.,LOW,gering,gering,Bauliche Schäden
BS-L-044,Optischer Riss Garagenwand,Ein kleiner optischer Riss an der Garagenwand.,LOW,gering,gering,Bauliche Schäden
